Title	Creator	Description	Date	Date is Approximate?	Source	Subject	Category	Coverage	Rights	Language	Digitization Specifications	Date Digital	Identifier	Publisher	Relation	Collection	Type	Media Type	Format	Ordering Information	Website	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Memorial Gymnasium, University of Idaho		Image shows the construction of Memorial Gymnasium on the University of Idaho campus.	1928		PG 1-61-01	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	150 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-01	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/437	437	447.jp2	/spec_uihp/image/447.jp2
Memorial Gymnasium, University of Idaho		Image shows the construction of Memorial Gymnasium on the University of Idaho campus.	1928		PG 1-61-03	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	152 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-03	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/438	438	448.jp2	/spec_uihp/image/448.jp2
Memorial Gymnasium, University of Idaho		Image shows Memorial Gymnasium on the University of Idaho campus.	1935	y	PG 1-61-05	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	154 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-05	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/439	439	449.jp2	/spec_uihp/image/449.jp2
Memorial Gymnasium, University of Idaho		Image shows the construction of Memorial Gymnasium on the University of Idaho campus.	1928		PG 1-61-04	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	153 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-04	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/440	440	450.jp2	/spec_uihp/image/450.jp2
Memorial Gymnasium, University of Idaho		Image shows Memorial Gymnasium on the University of Idaho campus.	1950	y	PG 1-61-06	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	155 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-06	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/441	441	451.jp2	/spec_uihp/image/451.jp2
Memorial Gymnasium, University of Idaho		Image shows Memorial Gymnasium on the University of Idaho campus.	1925	y	PG 1-61-07	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	156 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-07	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/442	442	452.jp2	/spec_uihp/image/452.jp2
Memorial Gymnasium, University of Idaho		Image  shows Memorial Gymnasium on the University of Idaho campus.	1925	y	PG 1-61-08	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	157 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-08	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/443	443	453.jp2	/spec_uihp/image/453.jp2
Memorial Gymnasium, University of Idaho		Image shows Memorial Gymnasium on the University of Idaho campus.	1925	y	PG 1-61-09	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	158 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-09	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/444	444	454.jp2	/spec_uihp/image/454.jp2
Memorial Gymnasium, University of Idaho		Image shows Memorial Gymnasium on the University of Idaho campus.	1933		PG 1-61-10	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	159 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-10	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/445	445	455.jp2	/spec_uihp/image/455.jp2
Memorial Gymnasium, University of Idaho		Image shows Commencement procession  to Memorial Gymnasium on the University of Idaho campus.	1925	y	PG 1-61-11	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	160 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-11	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/446	446	456.jp2	/spec_uihp/image/456.jp2
Memorial Gymnasium, University of Idaho		Image shows Commencement procession  to Memorial Gymnasium on the University of Idaho campus.	1940-06-16		PG 1-61-12	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	161 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-12	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/447	447	457.jp2	/spec_uihp/image/457.jp2
Memorial Gymnasium, University of Idaho		Image shows Commencement procession  to Memorial Gymnasium on the University of Idaho campus.	1940-06-16		PG 1-61-13	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	162 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-13	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/448	448	458.jp2	/spec_uihp/image/458.jp2
